id,genus,species,collector,number,addcoll,dups,majorarea,minorarea,locnotes,altitude,colldate,latitude,longitude,country,collcite,phenology
3246,Solanum,brevicaule,"Okada, KA",5570,"Hermsen,JV; Hawkes, JG; Bellos, E",BAL,Salta,Los Andes,Matancillas,3700 m,04-Apr-74,"25°10'60""S","67°19'60""W",Argentina,Okada et al.,fr
3311,Solanum,brevicaule,"Okada, KA",4885,"Lucarini, O","BAL, PTIS",Salta,Los Andes,Sierra de Cobres,3720 m,30-Mar-73,"24°28'60""S",68°24'W,Argentina,Okada & Lucarini,fl
3252,Solanum,brevicaule,"Okada, KA",4887,"Lucarini, O","BAL, PTIS",Salta,Los Andes,Sierra de Cobres,3720 m,30-Mar-73,"25°3'60""S","67°3'60""W",Argentina,Okada & Lucarini,
3283,Solanum,brevicaule,"Okada, KA",4893,"Lucarini, O",BAL,Salta,Rosaria de Lerma,Quebrada del toro,2100 m,01-Apr-73,"24°49'60""S","65°42'60""W",Argentina,Okada & Lucarini,
3340,Solanum,brevicaule,"Okada, KA",7379,,BAL,Salta,Rosario de Lerma,La Bomba,3700 m,21-Jan-83,"24°11'24""S","66°4'12""W",Argentina,Okada,
3256,Solanum,brevicaule,"Okada, KA",7660,"García, O", BAL,Salta,Rosario de Lerma,Cerro Negro,3400 m,28-Apr-83,"25°1'48""S","65°52'12""W",Argentina,Okada & García,fl
3266,Solanum,brevicaule,"Okada, KA",5609,"Hermsen, H,VH, Hawkes, JG, Bellos, E",BAL,Salta,Rosario de Lerma,Cebollar,2200 m,05-Apr-74,"24°58'60""S","65°34'60""W",Argentina,Okada & Hermsen,
3319,Solanum,brevicaule,"Okada, KA",4859,"Lucarini, O","BAL, PTIS",Salta,Rosario de Lerma,Las Cuevas,3700 m,27-Mar-73,"24°19'60""S",66°3'W,Argentina,Okada & Lucarini,fl
3320,Solanum,brevicaule,"Okada, KA",4860,"Lucarini, O","BAL, PTIS",Salta,Rosario de Lerma,Las Cuevas,3800 m,27-Mar-73,"24°19'60""S",66°3'W,Argentina,Okada & Lucarini,
3294,Solanum,brevicaule,"Okada, KA",4894,"Lucarini, O", BAL,Salta,Rosario de Lerma,Chorrillos,2100 m,01-Apr-73,24°45'S,65°45'W,Argentina,Okada & Lucarini,fr
3243,Solanum,brevicaule,"Okada, KA",7520,"García, O",BAL,Salta,San Carlos,Isonza,3500 m,22-Mar-83,"25°19'48""S","65°52'48""W",Argentina,Okada & García,
3736,Solanum,brevicaule,"Clausen, AM",504,,BAL,Salta,Santa Victoria,Falda Grande,NA,22-Mar-89,22°15'S,"64°57'60""W",Argentina,Clausen,
3719,Solanum,brevicaule,"Clausen, AM",616,,BAL,Salta,Santa Victoria,San Marcos de Nazareno,3100 m,27-Mar-89,22°18'S,"65°3'36""W",Argentina,Clausen,fl
3720,Solanum,brevicaule,"Clausen, AM",618,,BAL,Salta,Santa Victoria,San Marcos de Nazareno,NA,s.d.,22°18'S,"65°3'36""W",Argentina,Clausen,
3726,Solanum,brevicaule,"Okada, KA",5854,"Bellos, E",BAL,Salta,Santa Victoria,Lizoite,3400 m,23-Apr-74,"22°15'60""S","65°10'60""W",Argentina,Okada & Bellos,
3738,Solanum,brevicaule,"Sleumer, H",3998,,"LIL, LL",Salta,Santa Victoria,Santa Victoria,2700 m,12-Feb-53,22°15'S,"64°57'60""W",Argentina,Sleumer,fl
3965,Solanum,brevicaule,"Hoopes, RW",163,"Avilés, I; Okada, K",C,Chuquisaca,Azurduy,"110 km from Azurduy, 20 km beyond Cruz Kasa, 30 km before the Torro Pampa junction, on the road to Tarabuco",3700 m,04-Apr-86,18°54'S,64°54'W,Bolivia,Hoopes et al.,fl
3807,Solanum,brevicaule,"Spooner, DM",6687,"Willman García, F","BOLV, PTIS, WAG, WIS",Chuquisaca,Azurduy,"113 km N of town square of Azurduy, 20 km N of Cruz Kasa, 30 km N of Torre Pampa Junction, 1:250,000-scale map SE 20-13 (type locality)",3730 m,07-Mar-93,"19°44'50""S","64°35'8""W",Bolivia,Spooner & Willman García,fl
3792,Solanum,brevicaule,"van den Berg, RG",622,"Spooner, DM; Ugarte, ML","BOLV, PTIS, WAG",Chuquisaca,Azurduy,"18.2 km north of town square of Azurduy on road to Tarabuco, 1:250,000-scale map SE 20-14",2690 m,16-Jan-94,"19°59'41""S","64°25'56""W",Bolivia,van den Berg et al.,
3770,Solanum,brevicaule,"Astley, D",50,,K,Chuquisaca,Nor Cinti,"Malpaso, 130 km from Potosí to Camargo",3750 m,31-Mar-74,"20°28'1""S","65°13'58""W",Bolivia,Astley,
3781,Solanum,brevicaule,"Hawkes, JG",5726,"Van Harten, AM; Landeo, J",K,Chuquisaca,Nor Cinti,"124 km from Potosí on road to Camargo, 3 km before Padcaya",3450 m,29-Mar-74,20°15'S,"65°10'60""W",Bolivia,Hawkes et al.,fr
3782,Solanum,brevicaule,"Hawkes, JG",5730,"Van Harten, AM; Landeo, J",K,Chuquisaca,Nor Cinti,"126 km from Potosí on road to Camargo, about 1 km from Padcaya",3400 m,29-Mar-74,20°15'S,"65°10'60""W",Bolivia,Hawkes et al.,
3766,Solanum,brevicaule,"Spooner, DM",6613,"Willman García, F","BOLV, PTIS",Chuquisaca,Nor Cinti,"30.4 km NW of town square of Culpina on rd to Santa Elena, 1:250,000-scale map SF 20-1",3145 m,23-Feb-93,"20°38'45""S","64°49'58""W",Bolivia,Spooner & Willman García,fl
3943,Solanum,brevicaule,"Balls, EK",6148,"Gourlay, WB; Hawkes, JG",K,Chuquisaca,Oropeza,Near Sucre,2590 m,06-Mar-39,19°3'S,65°15'W,Bolivia,Balls et al.,fr
3941,Solanum,brevicaule,"Hawkes, JG",4301,"Hjerting, JP; Cribb, PJ; Huamán, Z",K,Chuquisaca,Oropeza,"Sucre, 0.5 km from main plaza on road to Potosí, descending a hill",2800 m,30-Jan-71,19°3'S,65°15'W,Bolivia,Hawkes et al.,
3967,Solanum,brevicaule,"Hondelmann, W",50,"Astley, D; Moreira, A",K,Chuquisaca,Oropeza,11 km from Ravelo on road to Sucre,3150 m,23-Feb-80,"18°52'60""S",65°27'W,Bolivia,Hondelmann et al.,fl
3992,Solanum,brevicaule,"Ochoa, CM",11926,,CUZ,Chuquisaca,Oropeza,Azari,2700 m,11-Mar-78,18°40'S,65°10'W,Bolivia,Ochoa,fr
3938,Solanum,brevicaule,"Ochoa, CM",15573,Cagigao,CUZ,Chuquisaca,Oropeza,Between Sucre and La Glorieta,2800 m,Mar-84,19°3'S,"65°16'60""W",Bolivia,Ochoa & Cagigao,fl
3920,Solanum,brevicaule,"Spooner, DM",6526,"Willman García, F","BOLV, PTIS, WAG, WIS",Chuquisaca,Oropeza,"ca. 4 km W of junction of road from Sucre to Potosí, and road through Yotala, 1:250,000-scale map SE 20-13",2594 m,12-Feb-93,"19°10'23""S","65°14'53""W",Bolivia,Spooner & Willman García,fl
3948,Solanum,brevicaule,"Ugent, D",4937,"Cárdenas, M",F,Chuquisaca,Oropeza,"Villa María, a small farm about 10 km NE of Sucre (reached by Jeep but not serviced by a road)",2850 m,12-Apr-63,19°1'S,65°10'W,Bolivia,Ugent & Cárdenas,fr
3759,Solanum,brevicaule,"Ochoa, CM",11952,,CUZ,Chuquisaca,Sud Cinti,"Near Sajlina, along the road from Camargo to Culpina",2980 m,16-Mar-78,20°48'S,65°W,Bolivia,Ochoa,
3912,Solanum,brevicaule,"Hondelmann, W",133,"Astley, D; Moreira, A",K,Chuquisaca,Yamparáez,10 km from Tarabuco on the road to Icla,2930 m,12-Mar-80,"19°13'60""S",64°52'W,Bolivia,Hondelmann et al.,fl
3917,Solanum,brevicaule,"Ochoa, CM",15581,Cagigao,CUZ,Chuquisaca,Yamparáez,"Between Yotala and Calera, on road to Potosí",2900 m,Mar-84,19°12'S,65°18'W,Bolivia,Ochoa & Cagigao,fl
3922,Solanum,brevicaule,"van den Berg, RG",629,"Spooner, DM; Ugarte, ML","BOLV, PTIS, WAG",Chuquisaca,Yamparáez,"51 km east of center of town of Sucre, 16 km west of center of town of Tarabuco, on road to Zudañez, 1:250,000-scale map SE 20-13",2300 m,19-Jan-94,"19°9'25""S","65°0'20""W",Bolivia,van den Berg et al.,fl
3764,Solanum,brevicaule,"Cárdenas, M",4514,,K,Chuquisaca,Unknown,Near Camargo,2400 m,Feb-49,20°39'S,65°13'W,Bolivia,Cárdenas,fr
3760,Solanum,brevicaule,"Correll, DS",642,"Dodds, K; Brücher, H; Paxman, G",LL,Chuquisaca,Unknown,Rocky slopes about 25 km from Culpina on road to Camargo,NA,21-Feb-60,20°45'S,65°10'W,Bolivia,Correll et al.,fl
3786,Solanum,brevicaule,"Spooner, DM",6718,"Willman García, F","BOLV, PTIS, WAG, WIS","Chuquisaca, incorrectly Potosí",Nor Cinti,"In town of Pohona, 4.5 km S of rd diverting into Otavi, on rd to Camargo, 1:250,000-scale map SF 20-1",3175 m,24-Feb-93,"20°7'28""S","65°19'51""W",Bolivia,Spooner & Willman García,fl
4134,Solanum,brevicaule,"Spooner, DM",6773,"Willman García, F",,Cochabamba,Arani,"Farm in town of Tiraque, managed by Don Ricardo, 1:250,000-scale map SE 20-5",3285 m,05-Apr-93,"17°25'6""S","65°43'27""W",Bolivia,Spooner & Willman García,fr
4057,Solanum,brevicaule,"Van Soest, L",103,,K,Cochabamba,Arque,"About 90 km from Cochabamba on road to Oruro, Sayari (junction of old and new Cochabamba road)",3780 m,18-Feb-80,17°42'S,66°28'W,Bolivia,Van Soest,
4233,Solanum,brevicaule,"Ugent, D",4672,,MO,Cochabamba,Ayopaya,"Puente San Miguel, above Liriuni on the Cochabamba-Vizcachas road, about 25 km NNW of Cochabamba (air distance)",3800 m,09-Apr-63,17°10'S,66°25'W,Bolivia,Ugent,
4217,Solanum,brevicaule,"Ugent, D",4688,,K,Cochabamba,Ayopaya,"Puente San Miguel, above Liriuni on the Cochabamba-Vizcachas road, about 25 km NNW of Cochabamba (air distance)",3800 m,09-Apr-63,17°10'S,66°25'W,Bolivia,Ugent,
4219,Solanum,brevicaule,"Ugent, D",4690,,CUZ,Cochabamba,Ayopaya,"Puente San Miguel, above Liriuni on the Cochabamba-Vizcachas road, about 25 km NNW of Cochabamba (air distance)",3800 m,09-Apr-63,17°10'S,66°25'W,Bolivia,Ugent,
4223,Solanum,brevicaule,"Ugent, D",4696,,"CUZ, K, WIS",Cochabamba,Ayopaya,"Puente San Miguel, above Liriuni on the Cochabamba-Vizcachas road, about 25 km NNW of Cochabamba (air distance)",3800 m,09-Apr-63,17°10'S,66°25'W,Bolivia,Ugent,
4225,Solanum,brevicaule,"Ugent, D",4698,,GH,Cochabamba,Ayopaya,"Puente San Miguel, above Liriuni on the Cochabamba-Vizcachas road, about 25 km NNW of Cochabamba (air distance)",3800 m,09-Apr-63,17°10'S,66°25'W,Bolivia,Ugent,fl
4230,Solanum,brevicaule,"Ugent, D",4769,,WIS,Cochabamba,Ayopaya,"Puente San Miguel, above Liriuni on the Cochabamba-Vizcachas road, about 25 km NNW of Cochabamba (air distance)",3800 m,09-Apr-63,17°10'S,66°25'W,Bolivia,Ugent,fl
4231,Solanum,brevicaule,"Ugent, D",4770,,"F, US",Cochabamba,Ayopaya,"Puente San Miguel, above Liriuni on the Cochabamba-Vizcachas road, about 25 km NNW of Cochabamba (air distance)",3800 m,09-Apr-63,17°10'S,66°25'W,Bolivia,Ugent,fl
4065,Solanum,brevicaule,"Astley, D",11,,K,Cochabamba,Capinota,3 km past Itapaya on the road from Parotani to Capinota,2400 m,22-Mar-74,17°40'S,"66°19'60""W",Bolivia,Astley,fl
4054,Solanum,brevicaule,"Astley, D",14,,K,Cochabamba,Capinota,1 km past Charamoco on road from Parotani to Capinota,2400 m,22-Mar-74,17°43'S,"66°16'60""W",Bolivia,Astley,fl
4053,Solanum,brevicaule,"Astley, D",19,,PTIS,Cochabamba,Capinota,"Road to Parotani, 5 km from Capinota",2400 m,22-Mar-74,17°43'S,"66°13'60""W",Bolivia,Astley,
4092,Solanum,brevicaule,"Hawkes, JG",4420,"Hjerting, JP; Cribb, PJ; Huamán, Z",K,Cochabamba,Capinota,"On road from Parotani to Capinota, 2 km past Itapaya",2400 m,15-Feb-71,17°34'S,"66°20'60""W",Bolivia,Hawkes et al.,fl
4084,Solanum,brevicaule,"Hawkes, JG",4424,"Hjerting, JP; Cribb, PJ; Huamán, Z","C, K",Cochabamba,Capinota,"On road from Parotani to Capinota, 1 km past Charamoco",2400 m,15-Feb-71,17°36'S,"66°16'60""W",Bolivia,Hawkes et al.,fr
4095,Solanum,brevicaule,"Hawkes, JG",6669,"Hjerting, JP; Avilés, I",C,Cochabamba,Capinota,2 km from Parotani on road to Capinota (1 km from new rad),2450 m,29-Mar-80,17°34'S,"66°19'60""W",Bolivia,Hawkes et al.,
4086,Solanum,brevicaule,"Hawkes, JG",6670,"Hjerting, JP; Avilés, I",C,Cochabamba,Capinota,"Charamoco, 1 km from village to south",2400 m,29-Mar-80,17°36'S,"66°16'60""W",Bolivia,Hawkes et al.,fr
4093,Solanum,brevicaule,"Hjerting, JP",4421,"Cribb, P; Huamán, Z",K,Cochabamba,Capinota,"On road from Parotani to Capinota, 2 km past Itapaya",2400 m,15-Feb-71,17°34'S,"66°20'60""W",Bolivia,Hjerting et al.,fr
4101,Solanum,brevicaule,"Hawkes, JG",4508,"Hjerting, JP; Cribb, PJ; Huamán, Z","C, K",Cochabamba,Carrasco,On road from Cochabamba to Santa Cruz at km 104.5,3000 m,27-Feb-71,"17°31'60""S","65°10'60""W",Bolivia,Hawkes et al.,fl
4103,Solanum,brevicaule,"Hawkes, JG",4510,"Hjerting, JP; Cribb, PJ; Huamán, Z","C, K",Cochabamba,Carrasco,On road from Cochabamba to Santa Cruz at km 104.5,3000 m,27-Feb-71,"17°31'60""S","65°10'60""W",Bolivia,Hawkes et al.,
4076,Solanum,brevicaule,"Hawkes, JG",6434,"Van Harten, AM; Landeo, J",C,Cochabamba,Carrasco,"13 km from Epizana on road to Aiquile, 1 km before Totora",2800 m,21-Feb-80,"17°37'60""S",66°49'W,Bolivia,Hawkes et al.,fr
4088,Solanum,brevicaule,"Hawkes, JG",6484,"Hjerting, JP; Avilés, I",K,Cochabamba,Carrasco,"Incallajta, 20 km S from the turning at km 121 on the main Cochabamba road to Santa Cruz (just a few km past Montepunco)",2900 m,26-Feb-80,"17°34'60""S","65°21'60""W",Bolivia,Hawkes et al.,fl
4146,Solanum,brevicaule,"Hawkes, JG",6628,"Hjerting, JP; Avilés, I",K,Cochabamba,Cercado,Grounds of the University of Cochabamba,2560 m,17-Mar-80,"17°22'60""S","66°9'60""W",Bolivia,Hawkes et al.,fl
4124,Solanum,brevicaule,"Ugent, D",4583,,WIS,Cochabamba,Cercado,"Cervecería Colón, about 2 km N of Cochabamba",2700 m,03-Apr-63,"17°28'60""S",66°9'W,Bolivia,Ugent,fl
4126,Solanum,brevicaule,"Ugent, D",4585,,US,Cochabamba,Cercado,"Cervecería Colón, about 2 km N of Cochabamba",2700 m,03-Apr-63,"17°28'60""S",66°9'W,Bolivia,Ugent,
4204,Solanum,brevicaule,"Hawkes, JG",6615,"Hjerting, JP; Avilés, I",K,Cochabamba,Chapare,35 km from Tranca de Sacaba on road to Palca,3800 m,15-Mar-80,"17°13'60""S",66°3'W,Bolivia,Hawkes et al.,fl
4249,Solanum,brevicaule,"Brooke, WMA ",3003,,BM,Cochabamba,Colomi,30 miles ENE of Cochabamba,3660 m,09-Feb-49,17°S,65°30'W,Bolivia,Brooke,fl
4190,Solanum,brevicaule,"Cárdenas, M",5518,,"K, LL",Cochabamba,Quillacollo,"Puente San Miguel, Tunari-Cochabamba",3800 m,01-Feb-52,"17°16'60""S",66°28'W,Bolivia,Cárdenas,
4079,Solanum,brevicaule,"Hawkes, JG",4347,"Hjerting, JP; Cribb, PJ; Huamán, Z",K,Cochabamba,Quillacollo,46.5 km from Cochabamba on road to Oruro,2950 m,04-Feb-71,17°37'S,"66°31'60""W",Bolivia,Hawkes et al.,fl
4081,Solanum,brevicaule,"Hawkes, JG",4349,"Hjerting, JP; Cribb, PJ; Huamán, Z",K,Cochabamba,Quillacollo,46 km from Cochabamba on road to Oruro,2950 m,04-Feb-71,17°37'S,"66°31'60""W",Bolivia,Hawkes et al.,fr
4160,Solanum,brevicaule,"Hawkes, JG",6468,"Hjerting, JP; Avilés, I","C, K",Cochabamba,Quillacollo,"22 km from Quillacollo on road to Morochata, by new Puente San Miguel",3650 m,25-Feb-80,"17°19'60""S","66°20'60""W",Bolivia,Hawkes et al.,fr
4178,Solanum,brevicaule,"Hawkes, JG",6650,"Hjerting, JP; Avilés, I",K,Cochabamba,Quillacollo,"25.5 km from Quillacollo on road to Morachata, below hairpin bend by river",3850 m,02-Apr-80,17°19'S,66°22'W,Bolivia,Hawkes et al.,
4035,Solanum,brevicaule,"Cárdenas, M",7609,"Cutler, HC; Gandarillas, H",GH,Cochabamba,Tarata,"Near Anzaldo, lands of Humberto Gandarillas",3500 m,08-Jan-43,"17°49'60""S",65°55'W,Bolivia,Cárdenas et al.,
4114,Solanum,brevicaule,"Balls, EK",6298,"Gourlay, WB; Hawkes, JG",K,Cochabamba,Unknown,Cerro de San Pedro. SE Cochabamba,2590 m,18-Mar-39,17°30'S,66°9'W,Bolivia,Balls et al.,fl
4109,Solanum,brevicaule,"Bang, AM",1100,,"G, K, WIS",Cochabamba,Unknown,No exact locality given but near Cochabamba,NA,1893,17°30'S,66°9'W,Bolivia,Bang,fr
4024,Solanum,brevicaule,"Brooke, WMA ",3008,,BM,Cochabamba,Unknown,"Aguas Calientes Station, about half-way between Oruro and Cochabamba",3440 m,27-Jan-49,18°S,66°30'W,Bolivia,Brooke,
4027,Solanum,brevicaule,"Brooke, WMA ",3011,,BM,Cochabamba,Unknown,"Aguas Calientes Station, about half-way between Oruro and Cochabamba",3440 m,30-Jan-49,18°S,66°30'W,Bolivia,Brooke,fl
4290,Solanum,brevicaule,"Gentry, A",44359,"Solomon, JC; Zardini, E",MO,La Paz,Ingavi,"Vicinity of Hacienda Lacaya, about 20 km NW of Tambillo, near Lago Titicaca",3850 m,18-Jan-84,"16°25'60""S",68°40'W,Bolivia,Gentry et al.,fr
4259,Solanum,brevicaule,"Hawkes, JG",5269,"Hjerting, JP; Cribb, PJ; Huamán, Z",K,La Paz,Inquisivi,Inquisivi,2500 m,Mar-71,16°55'S,67°9'W,Bolivia,Hawkes et al.,fr
4255,Solanum,brevicaule,"Ochoa, CM",15497,"Salas, A","CUZ, NY",La Paz,Inquisivi,"Canayapu, on the road from Quime to Inquisivi",2700 m,23-Feb-84,16°57'S,"67°10'60""W",Bolivia,Ochoa & Salas,fr
4258,Solanum,brevicaule,"Van Soest, L",179,,K,La Paz,Inquisivi,Just outside Inquisivi on road to Independencia,2740 m,26-Mar-80,16°55'S,67°9'W,Bolivia,Van Soest,
4253,Solanum,brevicaule,"Van Soest, L",179,,K,La Paz,Inquisivi,14 km from Inquisivi on road to Quime,2800 m,26-Mar-80,16°58'S,67°12'W,Bolivia,Van Soest,fr
4304,Solanum,brevicaule,"Mandon, G",399,,K,La Paz,Larecaja,Vicinity of Sorata,2680 m,Feb 1860,15°46'S,"68°37'60""W",Bolivia,Mandon,
4261,Solanum,brevicaule,"Van Soest, L",52,,K,La Paz,Loayza,"20 km from Viloco on road to Tanapaca, on compound mission station near Tanapaca",3250 m,27-Feb-80,"16°49'60""S","67°37'60""W",Bolivia,Van Soest,fl
4309,Solanum,brevicaule,"Ochoa, CM",11820,,"CUZ, NY",La Paz,Manco Kapac,"Vicinity of Casani, near Copacabana",3850 m,24-Dec-77,"15°19'60""S",68°13'W,Bolivia,Ochoa,
4310,Solanum,brevicaule,"Ochoa, CM",11892,,C,La Paz,Manco Kapac,"Near Copacabana, Casani",3950 m,Feb-78,"15°19'60""S",68°13'W,Bolivia,Ochoa,fr
4292,Solanum,brevicaule,"Spooner, DM",6763,"Willman García, F","BOLV, PTIS",La Paz,Manco Kapac,"1 km from Tiquina on road to Copacabana, 1:250,000-scale map SE 19-3",3900 m,01-Apr-93,"16°13'40""S","68°51'4""W",Bolivia,Spooner & Willman García,
4289,Solanum,brevicaule,"Asplund, E",2044,,SUNIV,La Paz,Murillo,"La Paz, Challapampa",3700 m,26-Jan-21,"16°28'60""S",68°9'W,Bolivia,Asplund,
4284,Solanum,brevicaule,"Hawkes, JG",2,,K,La Paz,Murillo,La Paz Botanic Garden,3850 m,14-Mar-74,"16°30'60""S","68°6'60""W",Bolivia,Hawkes,
4211,Solanum,brevicaule,"Hawkes, JG",5028,"Hjerting, JP; Cribb, PJ; Huamán, Z",C,La Paz,Murillo,"Ovijuyo, field behind Instituto Nacional de Biología Animal",3650 m,02-Apr-71,17°12'S,68°18'W,Bolivia,Hawkes et al.,
4275,Solanum,brevicaule,"Petersen, E",1051,"Hjerting, JP","C, K",La Paz,Murillo,"Obrajes, a little above La Paz",3550 m,05-Mar-53,"16°31'60""S",68°7'W,Bolivia,Petersen & Hjerting,fl
4269,Solanum,brevicaule,"Van Soest, L",120,,C,La Paz,Murillo,"Road from La Paz to Mecapaca, Aranjuez, 1 km past the Instituto Biblico Nazareno, garden of the Vivero Forestal",3190 m,13-Mar-80,16°33'S,"68°5'60""W",Bolivia,Van Soest,fl
4210,Solanum,brevicaule,"Van Soest, L",99,,"C, K",La Paz,Murillo,"Below La Paz on road to Palca (Ovejuyo), near Instituto Nacional de Biología Animal",3570 m,08-Feb-80,17°12'S,68°18'W,Bolivia,Van Soest,fr
4283,Solanum,brevicaule,"Balls, EK",5895,"Gourlay, WB; Hawkes, JG","K, US",La Paz,Unknown,"Below La Paz, Calacoto, in the Obrajes Valley",3450 m,28-Jan-39,"16°31'60""S","68°5'60""W",Bolivia,Balls et al.,
4287,Solanum,brevicaule,"Balls, EK",5903,"Gourlay, WB; Hawkes, JG",K,La Paz,Unknown,Below La Paz,3505 m,29-Jan-39,16°30'S,68°9'W,Bolivia,Balls et al.,fl
4306,Solanum,brevicaule,"Brooke, WMA ",6427,,BM,La Paz,Unknown,"Gran Poder. Small gold mine about 40 km N of Sorata, in narrow wooded valley below Tacacoma",3050 m,04-Jun-50,15°30'S,68°30'W,Bolivia,Brooke,fl
3962,Solanum,brevicaule,"Asplund, E",3240,,SUNIV,Oruro,Abaroa,Challapata,3800 m,31-Mar-21,18°54'S,66°46'W,Bolivia,Asplund,fr
3963,Solanum,brevicaule,"Asplund, E",3303,,SUNIV,Oruro,Abaroa,Challapata,3800 m,31-Mar-21,18°54'S,66°46'W,Bolivia,Asplund,fr
4041,Solanum,brevicaule,"Van Soest, L",146,,K,Oruro,Cercado,2 km from La Joya on road to Lajma,3680 m,20-Mar-80,17°46'S,"67°28'60""W",Bolivia,Van Soest,fr
4016,Solanum,brevicaule,"Cárdenas, M",88,,PTIS,Oruro,Unknown,Poopó,3700 m,s.d.,"18°22'48""S","66°58'12""W",Bolivia,Cárdenas,fl
3824,Solanum,brevicaule,"Astley, D",117,,K,Potosí,Frias,Cayara Valley,NA,04-Mar-80,19°36'S,65°57'W,Bolivia,Astley,fl
3863,Solanum,brevicaule,"Hawkes, JG",4333,"Hjerting, JP; Cribb, PJ; Huamán, Z","C, K",Potosí,Frias,"2 km before Tarapaya, 23 km on road from Potosí to Oruro",3500 m,03-Feb-71,"19°29'34""S","65°47'38""W",Bolivia,Hawkes et al.,fl
3834,Solanum,brevicaule,"Hawkes, JG",4585,"Hjerting, JP; Cribb, PJ; Huamán, Z",C,Potosí,Frias,Lecherías below Potosí,3900 m,07-Mar-71,"19°35'1""S","65°45'11""W",Bolivia,Hawkes et al.,
3883,Solanum,brevicaule,"Hawkes, JG",4597,"Hjerting, JP; Cribb, PJ; Huamán, Z","C, K",Potosí,Frias,Km 30 on road from Potosí to Oruro,3600 m,08-Mar-71,"19°22'60""S","65°55'60""W",Bolivia,Hawkes et al.,
3873,Solanum,brevicaule,"Hawkes, JG",5273,"Hjerting, JP; Cribb, PJ; Huamán, Z",K,Potosí,Frias,"Region of Huarihuari de Potosí, 35 km towards Don Diego",3600 m,Apr-70,"19°26'54""S","65°35'29""W",Bolivia,Hawkes et al.,
3835,Solanum,brevicaule,"Hawkes, JG",5715,"Van Harten, AM; Landeo, J",K,Potosí,Frias,NW of Hacienda Cayara,3540 m,28-Mar-74,"19°34'60""S",65°45'W,Bolivia,Hawkes et al.,fl
3830,Solanum,brevicaule,"Hondelmann, W",106,"Astley, D; Moreira, A","C, K",Potosí,Frias,4 km from Casa Cayara to Potosí on the old road,3350 m,04-Mar-80,19°36'S,65°55'W,Bolivia,Hondelmann et al.,fr
3797,Solanum,brevicaule,"Hondelmann, W",108,"Astley, D; Moreira, A",K,Potosí,Frias,10 km from Casa Cayara on the old road to Potosí,3350 m,04-Mar-80,19°54'S,"65°50'60""W",Bolivia,Hondelmann et al.,fr
3894,Solanum,brevicaule,"Hondelmann, W",62,"Astley, D; Moreira, A",K,Potosí,Frias,35 km from Potosí on road to Yocalla and Oruro,3500 m,28-Feb-80,"19°19'60""S",65°58'W,Bolivia,Hondelmann et al.,fl
3862,Solanum,brevicaule,"Ross, H",189,Vidaurre,K,Potosí,Frias,Tarapaya,3900 m,02-Mar-59,"19°29'34""S","65°47'38""W",Bolivia,Ross & Vidaurre,fl
3837,Solanum,brevicaule,"Zavaleta, M",244,,C,Potosí,Frias,Wila kollu,NA,20-May-63,"19°34'28""S","65°57'43""W",Bolivia,Zavaleta,fr
3791,Solanum,brevicaule,"Hawkes, JG",4725,"Hjerting, JP; Cribb, PJ; Huamán, Z","C, K",Potosí,Linares,29 km rom Vitichi on road to Cucho Ingenio,3200 m,16-Mar-71,20°S,65°37'W,Bolivia,Hawkes et al.,
3775,Solanum,brevicaule,"Hondelmann, W",157,"Astley, D; Moreira, A",K,Potosí,Linares,"96.5 km from Potosí, on road to Camargo",3060 m,21-Mar-80,20°19'S,"65°22'60""W",Bolivia,Hondelmann et al.,
3811,Solanum,brevicaule,"Hondelmann, W",99,"Astley, D; Moreira, A",K,Potosí,Linares,47 km from Potosí on a road to Puna via Chaqui,3500 m,03-Mar-80,19°43'S,"65°35'60""W",Bolivia,Hondelmann et al.,
3763,Solanum,brevicaule,"Cárdenas, M",s.n.,,K,Potosí,Nor Chichas,,NA,s.d.,20°40'S,66°W,Bolivia,Cárdenas,fr
3899,Solanum,brevicaule,"Hondelmann, W",211,"Astley, D; Moreira, A",K,Potosí,Saavedra,200 m from the main road Betanzos-Sucre following a side road to Quivincha,3240 m,03-Apr-80,"19°19'60""S",65°22'W,Bolivia,Hondelmann et al.,
3887,Solanum,brevicaule,"Hondelmann, W",58,"Astley, D; Moreira, A",K,Potosí,Saavedra,45 km from Betanzos on new road to Siporo,3200 m,26-Feb-80,19°22'S,65°27'W,Bolivia,Hondelmann et al.,
3810,Solanum,brevicaule,"Hondelmann, W",98,"Astley, D; Moreira, A",K,Potosí,Saavedra,41 km from Potosí on a road to Puna via Chaqui,3400 m,03-Mar-80,"19°43'60""S",65°31'W,Bolivia,Hondelmann et al.,fl
3836,Solanum,brevicaule,"Ochoa, CM",11940,,"C, CUZ, K",Potosí,Saavedra,"Cancha Cancha, between Millares and Betanzos",3030 m,Feb-78,"19°34'60""S","65°16'60""W",Bolivia,Ochoa,
3752,Solanum,brevicaule,"Astley, D",66,,K,Potosí,Sud Chichas,45 km from Tupiza on the road to Cotagaita,NA,03-Apr-74,21°4'S,65°42'W,Bolivia,Astley,fr
3895,Solanum,brevicaule,"Correll, DS",625,"Dodds, K; Brücher, H; Paxman, G","K, LL",Potosí,Unknown,About 50 km from Sucre on road to Potosí,NA,17-Feb-60,"19°19'60""S","65°31'60""W",Bolivia,Correll et al.,fl
